x0,y0,z0,x1,y1,z1,x2,y2,z2
0.673385,0.866852,0,-1.08741,0.149743,0,0.414023,-1.01659,0
0.668106,0.872916,0,-1.09002,0.142138,0,0.421915,-1.01505,0
0.662797,0.878943,0,-1.09259,0.134528,0,0.429788,-1.01347,0
0.65746,0.884931,0,-1.0951,0.126912,0,0.437643,-1.01184,0
0.652095,0.890882,0,-1.09757,0.11929,0,0.445479,-1.01017,0
0.646701,0.896794,0,-1.1,0.111663,0,0.453296,-1.00846,0
0.64128,0.902668,0,-1.10237,0.104031,0,0.461093,-1.0067,0
0.635832,0.908503,0,-1.1047,0.096395,0,0.468871,-1.0049,0
0.630356,0.9143,0,-1.10699,0.0887548,0,0.476629,-1.00305,0
0.624855,0.920058,0,-1.10922,0.0811108,0,0.484367,-1.00117,0
0.619327,0.925778,0,-1.11141,0.0734635,0,0.492084,-0.999242,0
0.613773,0.931459,0,-1.11355,0.065813,0,0.499781,-0.997272,0
0.608193,0.937102,0,-1.11565,0.0581599,0,0.507457,-0.995261,0
0.602588,0.942705,0,-1.1177,0.0505043,0,0.515112,-0.993209,0
0.596959,0.94827,0,-1.11971,0.0428467,0,0.522746,-0.991116,0
0.591305,0.953796,0,-1.12166,0.0351872,0,0.530359,-0.988983,0
0.585627,0.959282,0,-1.12358,0.0275264,0,0.53795,-0.986809,0
0.579925,0.96473,0,-1.12544,0.0198644,0,0.545519,-0.984595,0
0.574199,0.970139,0,-1.12726,0.0122017,0,0.553065,-0.982341,0
0.568451,0.975509,0,-1.12904,0.00453839,0,0.56059,-0.980047,0
0.562679,0.980839,0,-1.13077,-0.00312506,0,0.568092,-0.977714,0
0.556885,0.986131,0,-1.13246,-0.0107884,0,0.575571,-0.975342,0
0.551069,0.991383,0,-1.1341,-0.0184513,0,0.583028,-0.972931,0
0.545232,0.996596,0,-1.13569,-0.0261134,0,0.590461,-0.970482,0
0.539372,1.00177,0,-1.13724,-0.0337746,0,0.597872,-0.967995,0
0.533492,1.0069,0,-1.13875,-0.0414344,0,0.605258,-0.965469,0
0.527591,1.012,0,-1.14021,-0.0490926,0,0.612621,-0.962906,0
0.521669,1.01705,0,-1.14163,-0.0567489,0,0.619961,-0.960306,0
0.515727,1.02207,0,-1.143,-0.064403,0,0.627276,-0.957668,0
0.509765,1.02705,0,-1.14433,-0.0720546,0,0.634567,-0.954994,0
0.503784,1.03199,0,-1.14562,-0.0797034,0,0.641834,-0.952283,0
0.497783,1.03688,0,-1.14686,-0.0873493,0,0.649077,-0.949536,0
0.491764,1.04174,0,-1.14806,-0.0949918,0,0.656295,-0.946752,0
0.485726,1.04656,0,-1.14921,-0.102631,0,0.663488,-0.943933,0
0.47967,1.05134,0,-1.15033,-0.110266,0,0.670656,-0.941079,0
0.473596,1.05609,0,-1.15139,-0.117897,0,0.677799,-0.938189,0
0.467504,1.06079,0,-1.15242,-0.125523,0,0.684917,-0.935264,0
0.461395,1.06545,0,-1.1534,-0.133145,0,0.692009,-0.932305,0
0.455269,1.07007,0,-1.15434,-0.140762,0,0.699076,-0.929311,0
