x,y,potential
-0.085213,0.105263,-7.42081
-0.085213,0.115288,-7.00845
-0.085213,0.125313,-6.62911
-0.085213,0.135338,-6.28095
-0.085213,0.145363,-5.9617
-0.085213,0.155388,-5.66894
-0.085213,0.165414,-5.40028
-0.085213,0.175439,-5.15344
-0.085213,0.185464,-4.9263
-0.085213,0.195489,-4.71696
-0.085213,0.205514,-4.52365
-0.085213,0.215539,-4.34484
-0.085213,0.225564,-4.17913
-0.085213,0.235589,-4.02528
-0.085213,0.245614,-3.88218
-0.085213,0.255639,-3.74885
-0.085213,0.265664,-3.62442
-0.085213,0.275689,-3.50809
-0.085213,0.285714,-3.39919
-0.085213,0.295739,-3.29708
-0.085213,0.305764,-3.2012
-0.085213,0.315789,-3.11106
-0.085213,0.325815,-3.0262
-0.085213,0.33584,-2.94621
-0.085213,0.345865,-2.87074
-0.085213,0.35589,-2.79945
-0.085213,0.365915,-2.73204
-0.085213,0.37594,-2.66824
-0.085213,0.385965,-2.60781
-0.085213,0.39599,-2.55051
-0.085213,0.406015,-2.49614
-0.085213,0.41604,-2.44452
-0.085213,0.426065,-2.39547
-0.085213,0.43609,-2.34883
-0.085213,0.446115,-2.30446
-0.085213,0.45614,-2.26223
-0.085213,0.466165,-2.22201
-0.085213,0.47619,-2.1837
-0.085213,0.486216,-2.14718
-0.085213,0.496241,-2.11236
-0.085213,0.506266,-2.07915
-0.085213,0.516291,-2.04746
-0.085213,0.526316,-2.01722
-0.085213,0.536341,-1.98837
-0.085213,0.546366,-1.96082
-0.085213,0.556391,-1.93452
-0.085213,0.566416,-1.90941
-0.085213,0.576441,-1.88543
-0.085213,0.586466,-1.86254
-0.085213,0.596491,-1.84069
-0.085213,0.606516,-1.81983
-0.085213,0.616541,-1.79992
-0.085213,0.626566,-1.78092
-0.085213,0.636591,-1.76279
-0.085213,0.646617,-1.74551
-0.085213,0.656642,-1.72903
-0.085213,0.666667,-1.71332
-0.085213,0.676692,-1.69837
-0.085213,0.686717,-1.68413
-0.085213,0.696742,-1.67059
-0.085213,0.706767,-1.65771
-0.085213,0.716792,-1.64549
-0.085213,0.726817,-1.63388
-0.085213,0.736842,-1.62288
-0.085213,0.746867,-1.61246
-0.085213,0.756892,-1.60261
-0.085213,0.766917,-1.5933
-0.085213,0.776942,-1.58452
-0.085213,0.786967,-1.57626
-0.085213,0.796992,-1.5685
-0.085213,0.807018,-1.56122
-0.085213,0.817043,-1.55441
-0.085213,0.827068,-1.54805
-0.085213,0.837093,-1.54215
-0.085213,0.847118,-1.53667
-0.085213,0.857143,-1.53162
-0.085213,0.867168,-1.52697
-0.085213,0.877193,-1.52273
-0.085213,0.887218,-1.51888
-0.085213,0.897243,-1.5154
-0.085213,0.907268,-1.5123
-0.085213,0.917293,-1.50956
-0.085213,0.927318,-1.50718
-0.085213,0.937343,-1.50514
-0.085213,0.947368,-1.50344
-0.085213,0.957393,-1.50207
-0.085213,0.967419,-1.50102
-0.085213,0.977444,-1.5003
-0.085213,0.987469,-1.49988
-0.085213,0.997494,-1.49977
-0.085213,1.00752,-1.49995
-0.085213,1.01754,-1.50043
-0.085213,1.02757,-1.5012
-0.085213,1.03759,-1.50225
-0.085213,1.04762,-1.50357
-0.085213,1.05764,-1.50517
-0.085213,1.06767,-1.50703
-0.085213,1.07769,-1.50916
-0.085213,1.08772,-1.51154
-0.085213,1.09774,-1.51418
-0.085213,1.10777,-1.51707
-0.085213,1.11779,-1.5202
-0.085213,1.12782,-1.52358
-0.085213,1.13784,-1.52719
-0.085213,1.14787,-1.53104
-0.085213,1.15789,-1.53512
-0.085213,1.16792,-1.53943
-0.085213,1.17794,-1.54396
-0.085213,1.18797,-1.54871
-0.085213,1.19799,-1.55369
-0.085213,1.20802,-1.55887
-0.085213,1.21805,-1.56427
-0.085213,1.22807,-1.56988
-0.085213,1.2381,-1.5757
-0.085213,1.24812,-1.58173
-0.085213,1.25815,-1.58795
-0.085213,1.26817,-1.59438
-0.085213,1.2782,-1.601
-0.085213,1.28822,-1.60782
-0.085213,1.29825,-1.61483
-0.085213,1.30827,-1.62203
-0.085213,1.3183,-1.62942
-0.085213,1.32832,-1.637
-0.085213,1.33835,-1.64477
-0.085213,1.34837,-1.65271
-0.085213,1.3584,-1.66084
-0.085213,1.36842,-1.66915
-0.085213,1.37845,-1.67764
-0.085213,1.38847,-1.6863
-0.085213,1.3985,-1.69514
-0.085213,1.40852,-1.70415
-0.085213,1.41855,-1.71333
-0.085213,1.42857,-1.72268
-0.085213,1.4386,-1.73221
-0.085213,1.44862,-1.74189
-0.085213,1.45865,-1.75175
-0.085213,1.46867,-1.76177
-0.085213,1.4787,-1.77195
-0.085213,1.48872,-1.78229
-0.085213,1.49875,-1.7928
-0.085213,1.50877,-1.80346
-0.085213,1.5188,-1.81429
-0.085213,1.52882,-1.82527
-0.085213,1.53885,-1.8364
-0.085213,1.54887,-1.8477
-0.085213,1.5589,-1.85914
-0.085213,1.56892,-1.87074
-0.085213,1.57895,-1.88249
-0.085213,1.58897,-1.89439
-0.085213,1.599,-1.90645
-0.085213,1.60902,-1.91865
-0.085213,1.61905,-1.931
-0.085213,1.62907,-1.9435
-0.085213,1.6391,-1.95614
-0.085213,1.64912,-1.96893
-0.085213,1.65915,-1.98186
-0.085213,1.66917,-1.99494
-0.085213,1.6792,-2.00816
-0.085213,1.68922,-2.02153
-0.085213,1.69925,-2.03504
-0.085213,1.70927,-2.04868
-0.085213,1.7193,-2.06247
-0.085213,1.72932,-2.0764
-0.085213,1.73935,-2.09047
-0.085213,1.74937,-2.10467
-0.085213,1.7594,-2.11901
-0.085213,1.76942,-2.13349
-0.085213,1.77945,-2.14811
-0.085213,1.78947,-2.16286
-0.085213,1.7995,-2.17775
-0.085213,1.80952,-2.19278
-0.085213,1.81955,-2.20793
-0.085213,1.82957,-2.22322
-0.085213,1.8396,-2.23865
-0.085213,1.84962,-2.2542
-0.085213,1.85965,-2.26989
-0.085213,1.86967,-2.28571
-0.085213,1.8797,-2.30166
-0.085213,1.88972,-2.31774
-0.085213,1.89975,-2.33395
-0.085213,1.90977,-2.3503
-0.085213,1.9198,-2.36677
-0.085213,1.92982,-2.38337
-0.085213,1.93985,-2.40009
-0.085213,1.94987,-2.41695
-0.085213,1.9599,-2.43393
-0.085213,1.96992,-2.45104
-0.085213,1.97995,-2.46828
-0.085213,1.98997,-2.48564
-0.085213,2,-2.50313
-0.075188,-2,-2.50242
-0.075188,-1.98997,-2.48494
-0.075188,-1.97995,-2.46758
-0.075188,-1.96992,-2.45034
-0.075188,-1.9599,-2.43323
-0.075188,-1.94987,-2.41625
-0.075188,-1.93985,-2.3994
-0.075188,-1.92982,-2.38267
-0.075188,-1.9198,-2.36608
-0.075188,-1.90977,-2.34961
-0.075188,-1.89975,-2.33327
-0.075188,-1.88972,-2.31706
-0.075188,-1.8797,-2.30098
-0.075188,-1.86967,-2.28503
-0.075188,-1.85965,-2.26921
-0.075188,-1.84962,-2.25352
-0.075188,-1.8396,-2.23797
-0.075188,-1.82957,-2.22255
-0.075188,-1.81955,-2.20726
-0.075188,-1.80952,-2.19211
-0.075188,-1.7995,-2.17709
-0.075188,-1.78947,-2.1622
-0.075188,-1.77945,-2.14745
-0.075188,-1.76942,-2.13283
-0.075188,-1.7594,-2.11836
-0.075188,-1.74937,-2.10402
-0.075188,-1.73935,-2.08981
-0.075188,-1.72932,-2.07575
-0.075188,-1.7193,-2.06182
-0.075188,-1.70927,-2.04804
-0.075188,-1.69925,-2.03439
-0.075188,-1.68922,-2.02089
-0.075188,-1.6792,-2.00753
-0.075188,-1.66917,-1.99431
-0.075188,-1.65915,-1.98123
-0.075188,-1.64912,-1.9683
-0.075188,-1.6391,-1.95552
-0.075188,-1.62907,-1.94288
-0.075188,-1.61905,-1.93038
-0.075188,-1.60902,-1.91804
-0.075188,-1.599,-1.90584
-0.075188,-1.58897,-1.89379
-0.075188,-1.57895,-1.88189
-0.075188,-1.56892,-1.87014
-0.075188,-1.5589,-1.85855
-0.075188,-1.54887,-1.84711
-0.075188,-1.53885,-1.83582
-0.075188,-1.52882,-1.82469
-0.075188,-1.5188,-1.81371
-0.075188,-1.50877,-1.80289
-0.075188,-1.49875,-1.79223
-0.075188,-1.48872,-1.78173
-0.075188,-1.4787,-1.77139
-0.075188,-1.46867,-1.76121
-0.075188,-1.45865,-1.7512
-0.075188,-1.44862,-1.74135
-0.075188,-1.4386,-1.73167
-0.075188,-1.42857,-1.72215
-0.075188,-1.41855,-1.71281
-0.075188,-1.40852,-1.70363
-0.075188,-1.3985,-1.69463
-0.075188,-1.38847,-1.68579
-0.075188,-1.37845,-1.67714
-0.075188,-1.36842,-1.66866
-0.075188,-1.3584,-1.66036
-0.075188,-1.34837,-1.65223
-0.075188,-1.33835,-1.64429
-0.075188,-1.32832,-1.63654
-0.075188,-1.3183,-1.62897
-0.075188,-1.30827,-1.62158
-0.075188,-1.29825,-1.61439
-0.075188,-1.28822,-1.60738
-0.075188,-1.2782,-1.60057
-0.075188,-1.26817,-1.59396
-0.075188,-1.25815,-1.58755
-0.075188,-1.24812,-1.58133
-0.075188,-1.2381,-1.57532
-0.075188,-1.22807,-1.56951
-0.075188,-1.21805,-1.56391
-0.075188,-1.20802,-1.55852
-0.075188,-1.19799,-1.55334
-0.075188,-1.18797,-1.54838
-0.075188,-1.17794,-1.54364
-0.075188,-1.16792,-1.53912
-0.075188,-1.15789,-1.53483
-0.075188,-1.14787,-1.53076
-0.075188,-1.13784,-1.52693
-0.075188,-1.12782,-1.52333
-0.075188,-1.11779,-1.51997
-0.075188,-1.10777,-1.51685
-0.075188,-1.09774,-1.51398
-0.075188,-1.08772,-1.51135
-0.075188,-1.07769,-1.50899
-0.075188,-1.06767,-1.50688
-0.075188,-1.05764,-1.50503
-0.075188,-1.04762,-1.50345
-0.075188,-1.03759,-1.50215
-0.075188,-1.02757,-1.50112
-0.075188,-1.01754,-1.50038
-0.075188,-1.00752,-1.49992
-0.075188,-0.997494,-1.49976
-0.075188,-0.987469,-1.49989
-0.075188,-0.977444,-1.50034
-0.075188,-0.967419,-1.50109
-0.075188,-0.957393,-1.50216
-0.075188,-0.947368,-1.50356
-0.075188,-0.937343,-1.50529
-0.075188,-0.927318,-1.50736
-0.075188,-0.917293,-1.50978
-0.075188,-0.907268,-1.51255
-0.075188,-0.897243,-1.51569
-0.075188,-0.887218,-1.5192
-0.075188,-0.877193,-1.52309
-0.075188,-0.867168,-1.52737
-0.075188,-0.857143,-1.53206
-0.075188,-0.847118,-1.53716
-0.075188,-0.837093,-1.54268
-0.075188,-0.827068,-1.54864
-0.075188,-0.817043,-1.55504
-0.075188,-0.807018,-1.5619
-0.075188,-0.796992,-1.56924
-0.075188,-0.786967,-1.57706
-0.075188,-0.776942,-1.58539
-0.075188,-0.766917,-1.59423
-0.075188,-0.756892,-1.60361
-0.075188,-0.746867,-1.61353
-0.075188,-0.736842,-1.62403
-0.075188,-0.726817,-1.63511
-0.075188,-0.716792,-1.6468
-0.075188,-0.706767,-1.65912
-0.075188,-0.696742,-1.67209
-0.075188,-0.686717,-1.68573
-0.075188,-0.676692,-1.70008
-0.075188,-0.666667,-1.71515
-0.075188,-0.656642,-1.73097
-0.075188,-0.646617,-1.74758
-0.075188,-0.636591,-1.765
-0.075188,-0.626566,-1.78327
-0.075188,-0.616541,-1.80242
-0.075188,-0.606516,-1.8225
-0.075188,-0.596491,-1.84353
-0.075188,-0.586466,-1.86557
-0.075188,-0.576441,-1.88866
-0.075188,-0.566416,-1.91285
-0.075188,-0.556391,-1.93819
-0.075188,-0.546366,-1.96473
-0.075188,-0.536341,-1.99255
-0.075188,-0.526316,-2.02169
-0.075188,-0.516291,-2.05223
-0.075188,-0.506266,-2.08424
-0.075188,-0.496241,-2.11781
-0.075188,-0.486216,-2.15301
-0.075188,-0.47619,-2.18995
-0.075188,-0.466165,-2.22872
-0.075188,-0.45614,-2.26943
-0.075188,-0.446115,-2.31219
-0.075188,-0.43609,-2.35714
-0.075188,-0.426065,-2.40441
-0.075188,-0.41604,-2.45416
-0.075188,-0.406015,-2.50655
-0.075188,-0.39599,-2.56175
-0.075188,-0.385965,-2.61998
-0.075188,-0.37594,-2.68143
-0.075188,-0.365915,-2.74636
-0.075188,-0.35589,-2.81502
-0.075188,-0.345865,-2.8877
-0.075188,-0.33584,-2.96472
-0.075188,-0.325815,-3.04643
-0.075188,-0.315789,-3.13324
-0.075188,-0.305764,-3.22557
-0.075188,-0.295739,-3.32391
-0.075188,-0.285714,-3.42882
-0.075188,-0.275689,-3.54089
-0.075188,-0.265664,-3.66084
-0.075188,-0.255639,-3.78942
-0.075188,-0.245614,-3.92751
-0.075188,-0.235589,-4.07612
-0.075188,-0.225564,-4.23636
-0.075188,-0.215539,-4.40952
-0.075188,-0.205514,-4.59706
-0.075188,-0.195489,-4.80063
-0.075188,-0.185464,-5.02215
-0.075188,-0.175439,-5.26378
-0.075188,-0.165414,-5.52798
-0.075188,-0.155388,-5.81754
-0.075188,-0.145363,-6.13561
-0.075188,-0.135338,-6.48569
-0.075188,-0.125313,-6.87157
-0.075188,-0.115288,-7.29726
-0.075188,-0.105263,-7.7667
-0.075188,-0.0952381,-8.28337
-0.075188,-0.085213,-8.84939
-0.075188,-0.075188,-9.46433
-0.075188,-0.0651629,-10
-0.075188,-0.0551378,-10
-0.075188,-0.0451128,-10
-0.075188,-0.0350877,-10
-0.075188,-0.0250627,-10
-0.075188,-0.0150376,-10
-0.075188,-0.00501253,-10
-0.075188,0.00501253,-10
-0.075188,0.0150376,-10
-0.075188,0.0250627,-10
-0.075188,0.0350877,-10
-0.075188,0.0451128,-10
-0.075188,0.0551378,-10
-0.075188,0.0651629,-10
-0.075188,0.075188,-9.46433
-0.075188,0.085213,-8.84939
-0.075188,0.0952381,-8.28337
-0.075188,0.105263,-7.7667
-0.075188,0.115288,-7.29726
-0.075188,0.125313,-6.87157
-0.075188,0.135338,-6.48569
-0.075188,0.145363,-6.13561
-0.075188,0.155388,-5.81754
-0.075188,0.165414,-5.52798
-0.075188,0.175439,-5.26378
-0.075188,0.185464,-5.02215
-0.075188,0.195489,-4.80063
-0.075188,0.205514,-4.59706
-0.075188,0.215539,-4.40952
-0.075188,0.225564,-4.23636
-0.075188,0.235589,-4.07612
-0.075188,0.245614,-3.92751
-0.075188,0.255639,-3.78942
-0.075188,0.265664,-3.66084
-0.075188,0.275689,-3.54089
-0.075188,0.285714,-3.42882
-0.075188,0.295739,-3.32391
-0.075188,0.305764,-3.22557
-0.075188,0.315789,-3.13324
-0.075188,0.325815,-3.04643
-0.075188,0.33584,-2.96472
-0.075188,0.345865,-2.8877
-0.075188,0.35589,-2.81502
-0.075188,0.365915,-2.74636
-0.075188,0.37594,-2.68143
-0.075188,0.385965,-2.61998
-0.075188,0.39599,-2.56175
-0.075188,0.406015,-2.50655
-0.075188,0.41604,-2.45416
-0.075188,0.426065,-2.40441
-0.075188,0.43609,-2.35714
-0.075188,0.446115,-2.31219
-0.075188,0.45614,-2.26943
-0.075188,0.466165,-2.22872
-0.075188,0.47619,-2.18995
-0.075188,0.486216,-2.15301
-0.075188,0.496241,-2.11781
-0.075188,0.506266,-2.08424
-0.075188,0.516291,-2.05223
-0.075188,0.526316,-2.02169
-0.075188,0.536341,-1.99255
-0.075188,0.546366,-1.96473
-0.075188,0.556391,-1.93819
-0.075188,0.566416,-1.91285
-0.075188,0.576441,-1.88866
-0.075188,0.586466,-1.86557
-0.075188,0.596491,-1.84353
-0.075188,0.606516,-1.8225
-0.075188,0.616541,-1.80242
-0.075188,0.626566,-1.78327
-0.075188,0.636591,-1.765
-0.075188,0.646617,-1.74758
-0.075188,0.656642,-1.73097
-0.075188,0.666667,-1.71515
-0.075188,0.676692,-1.70008
-0.075188,0.686717,-1.68573
-0.075188,0.696742,-1.67209
-0.075188,0.706767,-1.65912
-0.075188,0.716792,-1.6468
-0.075188,0.726817,-1.63511
-0.075188,0.736842,-1.62403
-0.075188,0.746867,-1.61353
-0.075188,0.756892,-1.60361
-0.075188,0.766917,-1.59423
-0.075188,0.776942,-1.58539
-0.075188,0.786967,-1.57706
-0.075188,0.796992,-1.56924
-0.075188,0.807018,-1.5619
-0.075188,0.817043,-1.55504
-0.075188,0.827068,-1.54864
-0.075188,0.837093,-1.54268
-0.075188,0.847118,-1.53716
-0.075188,0.857143,-1.53206
-0.075188,0.867168,-1.52737
-0.075188,0.877193,-1.52309
-0.075188,0.887218,-1.5192
-0.075188,0.897243,-1.51569
-0.075188,0.907268,-1.51255
-0.075188,0.917293,-1.50978
-0.075188,0.927318,-1.50736
-0.075188,0.937343,-1.50529
-0.075188,0.947368,-1.50356
-0.075188,0.957393,-1.50216
-0.075188,0.967419,-1.50109
-0.075188,0.977444,-1.50034
-0.075188,0.987469,-1.49989
-0.075188,0.997494,-1.49976
-0.075188,1.00752,-1.49992
-0.075188,1.01754,-1.50038
-0.075188,1.02757,-1.50112
-0.075188,1.03759,-1.50215
-0.075188,1.04762,-1.50345
-0.075188,1.05764,-1.50503
-0.075188,1.06767,-1.50688
-0.075188,1.07769,-1.50899
-0.075188,1.08772,-1.51135
-0.075188,1.09774,-1.51398
-0.075188,1.10777,-1.51685
-0.075188,1.11779,-1.51997
-0.075188,1.12782,-1.52333
-0.075188,1.13784,-1.52693
-0.075188,1.14787,-1.53076
-0.075188,1.15789,-1.53483
-0.075188,1.16792,-1.53912
-0.075188,1.17794,-1.54364
-0.075188,1.18797,-1.54838
-0.075188,1.19799,-1.55334
-0.075188,1.20802,-1.55852
-0.075188,1.21805,-1.56391
-0.075188,1.22807,-1.56951
-0.075188,1.2381,-1.57532
-0.075188,1.24812,-1.58133
-0.075188,1.25815,-1.58755
-0.075188,1.26817,-1.59396
-0.075188,1.2782,-1.60057
-0.075188,1.28822,-1.60738
-0.075188,1.29825,-1.61439
-0.075188,1.30827,-1.62158
-0.075188,1.3183,-1.62897
-0.075188,1.32832,-1.63654
-0.075188,1.33835,-1.64429
-0.075188,1.34837,-1.65223
-0.075188,1.3584,-1.66036
-0.075188,1.36842,-1.66866
-0.075188,1.37845,-1.67714
-0.075188,1.38847,-1.68579
-0.075188,1.3985,-1.69463
-0.075188,1.40852,-1.70363
-0.075188,1.41855,-1.71281
-0.075188,1.42857,-1.72215
-0.075188,1.4386,-1.73167
-0.075188,1.44862,-1.74135
-0.075188,1.45865,-1.7512
-0.075188,1.46867,-1.76121
-0.075188,1.4787,-1.77139
-0.075188,1.48872,-1.78173
-0.075188,1.49875,-1.79223
-0.075188,1.50877,-1.80289
-0.075188,1.5188,-1.81371
-0.075188,1.52882,-1.82469
-0.075188,1.53885,-1.83582
-0.075188,1.54887,-1.84711
-0.075188,1.5589,-1.85855
-0.075188,1.56892,-1.87014
-0.075188,1.57895,-1.88189
-0.075188,1.58897,-1.89379
-0.075188,1.599,-1.90584
-0.075188,1.60902,-1.91804
-0.075188,1.61905,-1.93038
-0.075188,1.62907,-1.94288
-0.075188,1.6391,-1.95552
-0.075188,1.64912,-1.9683
-0.075188,1.65915,-1.98123
-0.075188,1.66917,-1.99431
-0.075188,1.6792,-2.00753
-0.075188,1.68922,-2.02089
-0.075188,1.69925,-2.03439
-0.075188,1.70927,-2.04804
-0.075188,1.7193,-2.06182
-0.075188,1.72932,-2.07575
-0.075188,1.73935,-2.08981
-0.075188,1.74937,-2.10402
-0.075188,1.7594,-2.11836
-0.075188,1.76942,-2.13283
-0.075188,1.77945,-2.14745
-0.075188,1.78947,-2.1622
-0.075188,1.7995,-2.17709
-0.075188,1.80952,-2.19211
-0.075188,1.81955,-2.20726
-0.075188,1.82957,-2.22255
-0.075188,1.8396,-2.23797
-0.075188,1.84962,-2.25352
-0.075188,1.85965,-2.26921
-0.075188,1.86967,-2.28503
-0.075188,1.8797,-2.30098
-0.075188,1.88972,-2.31706
-0.075188,1.89975,-2.33327
-0.075188,1.90977,-2.34961
-0.075188,1.9198,-2.36608
-0.075188,1.92982,-2.38267
-0.075188,1.93985,-2.3994
-0.075188,1.94987,-2.41625
-0.075188,1.9599,-2.43323
-0.075188,1.96992,-2.45034
-0.075188,1.97995,-2.46758
-0.075188,1.98997,-2.48494
-0.075188,2,-2.50242
-0.0651629,-2,-2.50181
-0.0651629,-1.98997,-2.48432
-0.0651629,-1.97995,-2.46696
-0.0651629,-1.96992,-2.44973
-0.0651629,-1.9599,-2.43262
-0.0651629,-1.94987,-2.41564
-0.0651629,-1.93985,-2.39879
-0.0651629,-1.92982,-2.38207
-0.0651629,-1.9198,-2.36547
-0.0651629,-1.90977,-2.349
-0.0651629,-1.89975,-2.33267
-0.0651629,-1.88972,-2.31646
-0.0651629,-1.8797,-2.30038
-0.0651629,-1.86967,-2.28443
-0.0651629,-1.85965,-2.26862
-0.0651629,-1.84962,-2.25293
-0.0651629,-1.8396,-2.23738
-0.0651629,-1.82957,-2.22196
-0.0651629,-1.81955,-2.20667
-0.0651629,-1.80952,-2.19152
-0.0651629,-1.7995,-2.1765
-0.0651629,-1.78947,-2.16162
-0.0651629,-1.77945,-2.14687
-0.0651629,-1.76942,-2.13226
-0.0651629,-1.7594,-2.11778
-0.0651629,-1.74937,-2.10344
-0.0651629,-1.73935,-2.08924
-0.0651629,-1.72932,-2.07518
-0.0651629,-1.7193,-2.06126
-0.0651629,-1.70927,-2.04747
-0.0651629,-1.69925,-2.03383
-0.0651629,-1.68922,-2.02033
-0.0651629,-1.6792,-2.00697
-0.0651629,-1.66917,-1.99376
-0.0651629,-1.65915,-1.98068
-0.0651629,-1.64912,-1.96775
-0.0651629,-1.6391,-1.95497
-0.0651629,-1.62907,-1.94233
-0.0651629,-1.61905,-1.92984
-0.0651629,-1.60902,-1.9175
-0.0651629,-1.599,-1.9053
-0.0651629,-1.58897,-1.89326
-0.0651629,-1.57895,-1.88136
-0.0651629,-1.56892,-1.86962
-0.0651629,-1.5589,-1.85803
-0.0651629,-1.54887,-1.84659
-0.0651629,-1.53885,-1.83531
-0.0651629,-1.52882,-1.82418
-0.0651629,-1.5188,-1.81321
-0.0651629,-1.50877,-1.80239
-0.0651629,-1.49875,-1.79174
-0.0651629,-1.48872,-1.78124
-0.0651629,-1.4787,-1.7709
-0.0651629,-1.46867,-1.76073
-0.0651629,-1.45865,-1.75072
-0.0651629,-1.44862,-1.74088
-0.0651629,-1.4386,-1.7312
-0.0651629,-1.42857,-1.72169
-0.0651629,-1.41855,-1.71235
-0.0651629,-1.40852,-1.70318
-0.0651629,-1.3985,-1.69418
-0.0651629,-1.38847,-1.68535
-0.0651629,-1.37845,-1.6767
-0.0651629,-1.36842,-1.66823
-0.0651629,-1.3584,-1.65993
-0.0651629,-1.34837,-1.65181
-0.0651629,-1.33835,-1.64388
-0.0651629,-1.32832,-1.63613
-0.0651629,-1.3183,-1.62857
-0.0651629,-1.30827,-1.62119
-0.0651629,-1.29825,-1.614
-0.0651629,-1.28822,-1.60701
-0.0651629,-1.2782,-1.6002
-0.0651629,-1.26817,-1.5936
-0.0651629,-1.25815,-1.58719
-0.0651629,-1.24812,-1.58098
-0.0651629,-1.2381,-1.57498
-0.0651629,-1.22807,-1.56918
-0.0651629,-1.21805,-1.56359
-0.0651629,-1.20802,-1.55821
-0.0651629,-1.19799,-1.55304
-0.0651629,-1.18797,-1.54809
-0.0651629,-1.17794,-1.54336
-0.0651629,-1.16792,-1.53885
-0.0651629,-1.15789,-1.53457
-0.0651629,-1.14787,-1.53052
-0.0651629,-1.13784,-1.52669
-0.0651629,-1.12782,-1.52311
-0.0651629,-1.11779,-1.51976
-0.0651629,-1.10777,-1.51665
-0.0651629,-1.09774,-1.5138
-0.0651629,-1.08772,-1.51119
-0.0651629,-1.07769,-1.50884
-0.0651629,-1.06767,-1.50674
-0.0651629,-1.05764,-1.50491
-0.0651629,-1.04762,-1.50335
-0.0651629,-1.03759,-1.50207
-0.0651629,-1.02757,-1.50106
-0.0651629,-1.01754,-1.50033
-0.0651629,-1.00752,-1.49989
-0.0651629,-0.997494,-1.49975
-0.0651629,-0.987469,-1.49991
-0.0651629,-0.977444,-1.50037
-0.0651629,-0.967419,-1.50115
-0.0651629,-0.957393,-1.50225
-0.0651629,-0.947368,-1.50367
-0.0651629,-0.937343,-1.50542
-0.0651629,-0.927318,-1.50752
-0.0651629,-0.917293,-1.50997
-0.0651629,-0.907268,-1.51277
-0.0651629,-0.897243,-1.51594
-0.0651629,-0.887218,-1.51948
-0.0651629,-0.877193,-1.52341
-0.0651629,-0.867168,-1.52773
-0.0651629,-0.857143,-1.53245
-0.0651629,-0.847118,-1.53759
-0.0651629,-0.837093,-1.54315
-0.0651629,-0.827068,-1.54915
-0.0651629,-0.817043,-1.5556
-0.0651629,-0.807018,-1.56251
-0.0651629,-0.796992,-1.56989
-0.0651629,-0.786967,-1.57777
-0.0651629,-0.776942,-1.58615
-0.0651629,-0.766917,-1.59505
-0.0651629,-0.756892,-1.60449
-0.0651629,-0.746867,-1.61448
-0.0651629,-0.736842,-1.62504
-0.0651629,-0.726817,-1.63619
-0.0651629,-0.716792,-1.64796
-0.0651629,-0.706767,-1.66036
-0.0651629,-0.696742,-1.67341
-0.0651629,-0.686717,-1.68714
-0.0651629,-0.676692,-1.70158
-0.0651629,-0.666667,-1.71675
-0.0651629,-0.656642,-1.73268
-0.0651629,-0.646617,-1.7494
-0.0651629,-0.636591,-1.76694
-0.0651629,-0.626566,-1.78534
-0.0651629,-0.616541,-1.80462
-0.0651629,-0.606516,-1.82484
-0.0651629,-0.596491,-1.84603
-0.0651629,-0.586466,-1.86824
-0.0651629,-0.576441,-1.8915
-0.0651629,-0.566416,-1.91588
-0.0651629,-0.556391,-1.94142
-0.0651629,-0.546366,-1.96818
-0.0651629,-0.536341,-1.99623
-0.0651629,-0.526316,-2.02562
-0.0651629,-0.516291,-2.05643
-0.0651629,-0.506266,-2.08874
-0.0651629,-0.496241,-2.12262
-0.0651629,-0.486216,-2.15817
-0.0651629,-0.47619,-2.19547
-0.0651629,-0.466165,-2.23464
-0.0651629,-0.45614,-2.27578
-0.0651629,-0.446115,-2.31902
-0.0651629,-0.43609,-2.36449
-0.0651629,-0.426065,-2.41233
-0.0651629,-0.41604,-2.4627
-0.0651629,-0.406015,-2.51577
-0.0651629,-0.39599,-2.57172
-0.0651629,-0.385965,-2.63077
-0.0651629,-0.37594,-2.69314
-0.0651629,-0.365915,-2.75907
-0.0651629,-0.35589,-2.82886
-0.0651629,-0.345865,-2.90279
-0.0651629,-0.33584,-2.9812
-0.0651629,-0.325815,-3.06448
-0.0651629,-0.315789,-3.15304
-0.0651629,-0.305764,-3.24735
-0.0651629,-0.295739,-3.34793
-0.0651629,-0.285714,-3.45538
-0.0651629,-0.275689,-3.57036
-0.0651629,-0.265664,-3.69361
-0.0651629,-0.255639,-3.826
-0.0651629,-0.245614,-3.96849
-0.0651629,-0.235589,-4.1222
-0.0651629,-0.225564,-4.28839
-0.0651629,-0.215539,-4.46851
-0.0651629,-0.205514,-4.66426
-0.0651629,-0.195489,-4.87758
-0.0651629,-0.185464,-5.11072
-0.0651629,-0.175439,-5.3663
-0.0651629,-0.165414,-5.64737
-0.0651629,-0.155388,-5.9575
-0.0651629,-0.145363,-6.30081
-0.0651629,-0.135338,-6.68209
-0.0651629,-0.125313,-7.10684
-0.0651629,-0.115288,-7.58129
-0.0651629,-0.105263,-8.11227
-0.0651629,-0.0952381,-8.70697
-0.0651629,-0.085213,-9.37212
-0.0651629,-0.075188,-10
-0.0651629,-0.0651629,-10
-0.0651629,-0.0551378,-10
-0.0651629,-0.0451128,-10
-0.0651629,-0.0350877,-10
-0.0651629,-0.0250627,-10
-0.0651629,-0.0150376,-10
-0.0651629,-0.00501253,-10
-0.0651629,0.00501253,-10
